entry_date,exit_date,entry_price,exit_price,pnl_%,hold_days,max_confidence
2024-08-20,2024-08-28,"Ticker
TCS.NS    4501.56
Name: 2024-08-20 00:00:00, dtype: float64","Ticker
TCS.NS    4484.4
Name: 2024-08-28 00:00:00, dtype: float64",-0.38,6,0.797
2024-08-28,2024-08-29,"Ticker
TCS.NS    4484.4
Name: 2024-08-28 00:00:00, dtype: float64","Ticker
TCS.NS    4490.12
Name: 2024-08-29 00:00:00, dtype: float64",0.13,1,0.833
2024-09-18,2024-09-26,"Ticker
TCS.NS    4325.27
Name: 2024-09-18 00:00:00, dtype: float64","Ticker
TCS.NS    4271.87
Name: 2024-09-26 00:00:00, dtype: float64",-1.23,6,0.982
2024-09-26,2024-10-07,"Ticker
TCS.NS    4271.87
Name: 2024-09-26 00:00:00, dtype: float64","Ticker
TCS.NS    4252.32
Name: 2024-10-07 00:00:00, dtype: float64",-0.46,6,0.997
2024-10-07,2024-10-15,"Ticker
TCS.NS    4252.32
Name: 2024-10-07 00:00:00, dtype: float64","Ticker
TCS.NS    4097.02
Name: 2024-10-15 00:00:00, dtype: float64",-3.65,6,0.997
2024-10-15,2024-10-23,"Ticker
TCS.NS    4097.02
Name: 2024-10-15 00:00:00, dtype: float64","Ticker
TCS.NS    4056.58
Name: 2024-10-23 00:00:00, dtype: float64",-0.99,6,0.922
2024-10-23,2024-10-31,"Ticker
TCS.NS    4056.58
Name: 2024-10-23 00:00:00, dtype: float64","Ticker
TCS.NS    3959.02
Name: 2024-10-31 00:00:00, dtype: float64",-2.41,6,0.887
2024-10-31,2024-11-06,"Ticker
TCS.NS    3959.02
Name: 2024-10-31 00:00:00, dtype: float64","Ticker
TCS.NS    4129.81
Name: 2024-11-06 00:00:00, dtype: float64",4.31,4,0.932
2024-11-06,2024-11-14,"Ticker
TCS.NS    4129.81
Name: 2024-11-06 00:00:00, dtype: float64","Ticker
TCS.NS    4136.04
Name: 2024-11-14 00:00:00, dtype: float64",0.15,6,0.932
2024-11-18,2024-11-22,"Ticker
TCS.NS    4009.94
Name: 2024-11-18 00:00:00, dtype: float64","Ticker
TCS.NS    4234.51
Name: 2024-11-22 00:00:00, dtype: float64",5.6,3,0.925
2024-11-22,2024-12-02,"Ticker
TCS.NS    4234.51
Name: 2024-11-22 00:00:00, dtype: float64","Ticker
TCS.NS    4266.48
Name: 2024-12-02 00:00:00, dtype: float64",0.76,6,0.915
2024-12-02,2024-12-05,"Ticker
TCS.NS    4266.48
Name: 2024-12-02 00:00:00, dtype: float64","Ticker
TCS.NS    4453.44
Name: 2024-12-05 00:00:00, dtype: float64",4.38,3,0.936
2024-12-05,2024-12-13,"Ticker
TCS.NS    4453.44
Name: 2024-12-05 00:00:00, dtype: float64","Ticker
TCS.NS    4463.26
Name: 2024-12-13 00:00:00, dtype: float64",0.22,6,0.933
2024-12-16,2024-12-17,"Ticker
TCS.NS    4404.7
Name: 2024-12-16 00:00:00, dtype: float64","Ticker
TCS.NS    4318.21
Name: 2024-12-17 00:00:00, dtype: float64",-1.96,1,0.755
2024-12-20,2024-12-31,"Ticker
TCS.NS    4160.39
Name: 2024-12-20 00:00:00, dtype: float64","Ticker
TCS.NS    4085.07
Name: 2024-12-31 00:00:00, dtype: float64",-1.81,6,0.995
2024-12-31,2025-01-07,"Ticker
TCS.NS    4085.07
Name: 2024-12-31 00:00:00, dtype: float64","Ticker
TCS.NS    4018.72
Name: 2025-01-07 00:00:00, dtype: float64",-1.62,5,0.942
2025-01-08,2025-01-10,"Ticker
TCS.NS    4098.63
Name: 2025-01-08 00:00:00, dtype: float64","Ticker
TCS.NS    4255.51
Name: 2025-01-10 00:00:00, dtype: float64",3.83,2,0.963
2025-01-13,2025-01-21,"Ticker
TCS.NS    4280.9
Name: 2025-01-13 00:00:00, dtype: float64","Ticker
TCS.NS    4035.85
Name: 2025-01-21 00:00:00, dtype: float64",-5.72,6,0.993
2025-01-21,2025-01-29,"Ticker
TCS.NS    4035.85
Name: 2025-01-21 00:00:00, dtype: float64","Ticker
TCS.NS    4099.8
Name: 2025-01-29 00:00:00, dtype: float64",1.58,6,0.997
2025-01-30,2025-02-06,"Ticker
TCS.NS    4100.05
Name: 2025-01-30 00:00:00, dtype: float64","Ticker
TCS.NS    4082.75
Name: 2025-02-06 00:00:00, dtype: float64",-0.42,6,0.986
2025-02-06,2025-02-12,"Ticker
TCS.NS    4082.75
Name: 2025-02-06 00:00:00, dtype: float64","Ticker
TCS.NS    3950.15
Name: 2025-02-12 00:00:00, dtype: float64",-3.25,4,0.986
2025-02-14,2025-02-24,"Ticker
TCS.NS    3934.85
Name: 2025-02-14 00:00:00, dtype: float64","Ticker
TCS.NS    3675.6
Name: 2025-02-24 00:00:00, dtype: float64",-6.59,6,0.978
2025-03-10,2025-03-19,"Ticker
TCS.NS    3589.65
Name: 2025-03-10 00:00:00, dtype: float64","Ticker
TCS.NS    3497.1
Name: 2025-03-19 00:00:00, dtype: float64",-2.58,6,0.817
2025-03-19,2025-03-25,"Ticker
TCS.NS    3497.1
Name: 2025-03-19 00:00:00, dtype: float64","Ticker
TCS.NS    3657.75
Name: 2025-03-25 00:00:00, dtype: float64",4.59,4,0.964
2025-03-25,2025-04-03,"Ticker
TCS.NS    3657.75
Name: 2025-03-25 00:00:00, dtype: float64","Ticker
TCS.NS    3403.15
Name: 2025-04-03 00:00:00, dtype: float64",-6.96,6,0.855
